,date,reviews,star,sentiment
1008,2020-09-16,Ótimo produto! Atendeu minhas expectativas!,5,positive
1009,2020-09-16,Apesar do problema com os correios - que não é culpa do vendedor e sim dessa maldita estatal - o produto chegou e é excelente. Estou satisfeito.,5,positive
1010,2020-09-16,Comprei duas unidade e uma veio perfeita porém outra veio torta e muito instável. Consegui resolver o problema desentortando o ferro. Apesar disso é um bom produto e aparenta ser resistente.,4,positive
1011,2020-09-16,Vale a pena o custo benefício.,4,positive
1012,2020-09-16,"Meio dificil de deixar os dois lados na mesma altura. É meio duro pra mexer as astes, porém é até bom pq serve como um bom suporte",4,positive
1013,2020-09-16,"Bom produto, cumpre o que promete. Quando abri não achei que fosse funcionar pois o meu pc é muito grande, mas funcionou perfeitamente. Só ainda não entendi como regular a altura, mas até o momento não foi necessário. Porém não acredito que ele seja muito durável, então para os que buscam um acessório para acompanhar por um tempo mais longo recomendo fazer um investimento maior. Por hora satisfez todo o necessário!",4,positive
1014,2020-09-17,"Produto de excelente qualidade.Chegou antes do tempo previsto, recomendo com certeza.",5,positive
1015,2020-09-17,OK,5,positive
1016,2020-09-17,Me ajudou muito no meu dia a dia do trabalhado,5,positive
1017,2020-09-17,"O produto é realmente muito resistente, o notebook não fica instável. Além disso, o ajuste não cede depois de tempos.Ele veio um pouco empenado, mas nada que atrapalhe",5,positive
1018,2020-09-17,"É bastante prático, fácil de montar e ocupa pouco espaço, mas é um produto instável, uma perninha do meu tava irregular o que dificultava muito o computador a ficar reto. Dá pra perceber na imagem o quão torto ficou, tive que fazer força e dar uma arrumada pra ficar mais razoável, mesmo assim se esbarrar já era. Mesmo assim cumpre com o que propõe, não é perfeito, nas faz uma boa diferença na qualidade da postura",3,negative
1019,2020-09-17,"O suporte é resistente,deixa o notebook(no meu caso) bem estável e de melhor visão. Ajuda na ergonomia e impede as dores no pescoço e costas causadas por olhar muito para baixo.",5,positive
1020,2020-09-17,"Atende demais, com vários possíveis ajustes.",5,positive
1021,2020-09-17,O suporte é feito de material leve e possui ajuste de altura. Possui partes plásticas nas regiões de contato com o notebook e com a mesa. Ajudou muito a questão da ergonomia devido ao uso do notebook para trabalhar 100% do tempo em casa,5,positive
1022,2020-09-17,"Gostei e achei fácil de ""montar"", Vale a pena. Entrega muito rápida. Chegou em 2 dias.",5,positive
1023,2020-09-17,"É um bom quebra galho, a avaliação só não é melhor por conta de um dos lados ser torto",4,positive
1024,2020-09-17,"Comprei o suporte pensando em apenas utilizá-lo para notebook, mas ao ajustá-lo, o angulo ficou perfeito para utilização de tablet e livros, de forma ergonômica e sem prejudicar a coluna. Recomendo muito, chegou super rápido, bem embalado e sem nenhum defeito. No primeiro momento senti falta apenas de algum manual para ajuste, visto que, por ser novo, o material fica um pouco duro de ajustar, mas é bem intuitivo. Recomendo muito para multiuso.",5,positive
1025,2020-09-17,"O suporte é muito bom, já veio montado, é só abrir e deixar do tamanho que quiser. Meu notebook é ""grandinho"", mas coube direitinho, só achei um pouco instável... Meio bambo. Mas recomendo bastante.",5,positive
1026,2020-09-17,"É um material bem resistente, veio apenas com um pequeno problema com relação a estabilidade pois um dos lados ficou sem apoio por ser um pouco desnivelado, mas foi resolvido colocando um ""apoio"" na parte traseira do notebook para compensar e ficar totalmente firme. Deu para cumprir com a função.",5,positive
1027,2020-09-17,"O suporte é bom, gostei do material, mas ele fica meio bambo, só com o peso do notebook que ele estabiliza, e tem uma haste mais mole que a outra que é mais dura.",4,positive
1028,2020-09-17,"O produto veio quebrado, umas das pernas do produto estava despedaçada",1,negative
1029,2020-09-18,Suporte atende bem. É um produto ok. Não ocupa mto espaço.,5,positive
1030,2020-09-18,"Muito bom, é exatamente como está no site. Achei-o bem firme e a cor (preta) é muito bonita. A entrega foi perfeita!!",5,positive
1031,2020-09-18,"O produto atendeu minhas expectativas. Boa qualidade, a posição que o notebook fica é perfeita.",5,positive
1032,2020-09-18,"Gostei do produto, ótimo custo benefício, material bem forte. Só tem que ter paciência para ajustar da melhor forma que lhe agrade.",5,positive
1033,2020-09-18,"prático de transportar, não possui regulagem de altura mas eleva bem o computador, gostei. Chegou bem rápido, recebi em menos de uma semana em Fortaleza - CE.",5,positive
1034,2020-09-18,"Veio com folga nas junções, mas está ótimo  pra função.",4,positive
1035,2020-09-18,Produto cumpre o apresentado.,5,positive
1036,2020-09-18,Muito bom,5,positive
1037,2020-09-18,"Curti, chegou antes do esperado e corresponde as expectativas",5,positive
1038,2020-09-18,"Entrega da amazon esta de parabéns, 3 dias antes do previsto. Referente ao produto suporte ótimo bem estável o meu note precisava e excelente custo benefício.",5,positive
1039,2020-09-18,"Ele veio torto prejudicando a estabilidade, demandando muito ajuste até anular a diferença que tinha",3,negative
1040,2020-09-19,"Bom, entregue bem embalado e antes do prazo.",4,positive
1041,2020-09-19,"vale muito apena comprar. O produto é ótimo, recomendo",5,positive
1042,2020-09-19,A regulagem é muito ruim. O notebook fica torto usando o suporte,2,negative
1043,2020-09-19,Só não gostei que veio uma lado do suporte bem duro ou seja difícil de mover pra ajustar na posição que se deseja.,4,positive
1044,2020-09-19,"Ótimo produto, preço baixo e ótimo material",5,positive
1045,2020-09-19,"Gostei muito, a posição do notebook (altura) em relação com o usuário é muito boa.",5,positive
1046,2020-09-19,"Não gostei, um dos lados veio maior que o outro e relativamente ""solto"" já que não se mantém estável como o outro!",2,negative
1047,2020-09-19,"O material é excelente, um ferro bem forte. A única questão que me desagradou, foi o fato de ter vindo torto, mas dá pra usar perfeitamente. Eu recomendo este produto.",4,positive
1048,2020-09-19,Muito pratico!!!,5,positive
1049,2020-09-19,Gostei,5,positive
1050,2020-09-19,"Produto muito bom, estou usando há duas semanas, até então sem reclamações. Suporta com firmeza meu notebook e sem dúvida melhorou muito meu trabalho no homeoffice. Recomendo!",5,positive
1051,2020-09-19,excelente,5,positive
1052,2020-09-19,muito fácil de usar e pratico,5,positive
1053,2020-09-19,"Produto igual o da foto, chegou muito rápido e corretorParece ser bem resistente e realmente serve para todo tipo de tamanho de note",5,positive
1054,2020-09-19,"Ótimo produto, recomendo...",5,positive
1055,2020-09-19,Boa qualidade. Boa estabilidade. Bom acabamento.,5,positive
1056,2020-09-19,"Discreto, não carrega o ambiente. Muito bom ! RECOMENDO !Obs: Deixo um obs para Amazon : O entregador não estava usando máscara ! Favor cobrar melhor serviço da empresa responsável.",4,positive
1057,2020-09-19,"Não tem muita dificuldade na montagem,é aquilo e pronto.Pequenos ajustes para firmar junto ao Notebook na segurança e na altura do mesmo,nada demais.Sem muito problema.Serve para aquilo que é proposto.",3,negative
1058,2020-09-19,Produto é de boa qualidade e simples  .,5,positive
1059,2020-09-20,O produto é resistente ficou otimo em um note que tenho de 15 polegadas e pesado RECOMENDO GALERA!!!,5,positive
1060,2020-09-20,Atendeu minhas necessidades.,5,positive
1061,2020-09-20,"Ele é frágil, mas cumpre o objetivo para o qual foi comprado",4,positive
1062,2020-09-20,Produto está sendo ótimo até o momento..,5,positive
1063,2020-09-20,"Veio muito rápido e o produto é muito bom mesmo, recomendo!",5,positive
1064,2020-09-20,Muito bom MacBook Pro 2017,5,positive
1065,2020-09-20,"Material de ótima qualidade, para equipamentos leves, como tablet eu acho ideal. Para notebook, apesar de eu achar um pouco instável, atende à proposta.",5,positive
1066,2020-09-20,"Produto bonito e fácil de usar, não desliza sob a mesa e nem o notebook sobre o produto e tem como regular o tamanho e altura.",5,positive
1067,2020-09-20,"Produto de excelente qualidade! Produzido com matéria prima de altíssimo nível. Porém veio empenado e consigo usá-lo em apenas uma regulagem. Precisei usar um recurso técnico ""GABIARRA"" para o notebook ficar na posição correta. Infelizmente por esse motivo não recomendo.",1,negative
1068,2020-09-20,"O produto chegou bem rápido, porém ele não fica com as duas hastes para suporte fixadas na mesa (como mostra a foto), não importa o quanto eu tente ajustar. O silicone que suporta o notebook tambem entortou. Dá para usar, mas infelizmente não atendeu as minhas expectativas.",3,negative
1069,2020-09-20,"Não ficou muito bom, veio um pouco torto. O PC não encaixou bem, mesmo sendo possível regular, fica uma parte mais alta que a outra.",3,negative
1070,2020-09-21,"Bem simples, funcional e dobrável, dá para guardar. Gostei.",5,positive
1071,2020-09-21,"Nao gostei muito nao, até da pra usar ele, mas como ele é muito maleavel, é dificil de encontrar a posição correta entre as duas bases, uma as vezes fica mais firme que a outra, ai de um lado fica mais alto que o outro, nao recomendo muito nao!",2,negative
1072,2020-09-21,Cumpri o esperado,4,positive
1073,2020-09-21,"O produto veio bem embalado pela Amazon, a embalagem do produto em si que achei frágil. O suporte adequa bem ao notebook, porém não há boa fixação dos pés, as vezes é necessário que um deles fique maior que o outro para regular a fixação do suporte, e qualquer mexidinha que faça no suporte ele desregula, ai é preciso fazer tudo de novo.",3,negative
1074,2020-09-21,Muito bom,5,positive
1075,2020-09-21,"Apoio estável e com ótimo material.Não recomendo para notebooks com 15"" ou mais (porém, é utilizável), já que o suporte é muito estreito e não é ajustável em largura, somente em altura.",4,positive
1076,2020-09-21,"O meu veio quebrado, mas n tenho paciência de fazer todo o processo de devolução, pq foi pouca coisa , porém ele é um pouco difícil de ajustar e arrumar, mas de resto é bom .",2,negative
1077,2020-09-21,"O produto é feito com material bom mas ele é torto, difícil manter o laptop reto apoiado nele.",2,negative
1078,2020-09-21,Ótimo produto,5,positive
1079,2020-09-21,"O produto e bem feito mas mal planejado. Não tem silicone o borracha para poder amortecer o notebook, as pernas deles são meio chata de se alinhar. Sem a borracha começa a marcar a carcaça do seu notebook principalmente os gamers que são mais pesados. Tem uma boa pintura.",1,negative
1080,2020-09-21,"Fácil de instalar e manusear. Também cabe na bolsa junto com o Notebook, não tive problemas de estabilidade, espero que dure.",5,positive
1081,2020-09-21,Muito bom,5,positive
1082,2020-09-21,Muito bom,5,positive
1083,2020-09-21,Atendeu perfeitamente minhas necessidades.,5,positive
1084,2020-09-21,Excelente produto. Chegou antes do esperado.,5,positive
1085,2020-09-21,muito ruim o meu veio manco um pé encosta na mesa e o outro não com isso ao colocar o notebook fica balançando demais. Muito instável,1,negative
1086,2020-09-21,Não tenho mais torcicolo,5,positive
1087,2020-09-21,"Muito bom! Fica muito mais confortável trabalhar e estuda com o notebook usando esse suporte, ajuda na postura e toda aquela sensação de cansaço melhorou bastante, além dele ser bonito, bem levinho e muito fácil de ajustar e carregar por aí.",5,positive
1088,2020-09-21,Adorei o produto. Além de chegar antes do prazo ele superou minhas expectativas. Firme e prático. Vale a pena.,5,positive
1089,2020-09-22,"É leve, prático e atinge o objetivo de deixar a tela do laptop na altura desejada, ergonômica.",5,positive
1090,2020-09-22,Produto simples e prático para o que se propõe.,5,positive
1091,2020-09-22,"O produto é bom pelo valor que tem, porém o meu veio um pouco torto e dificulta um pouco o posicionamento. Mas vale o preço pago",3,negative
1092,2020-09-22,"Gostei muito, bem resistente e fácil de usar. Recomendo.",5,positive
1093,2020-09-22,Simples de usar,5,positive
1094,2020-09-22,"Surpreso com a entrega da Amazon, primeiramente. Quanto ao produto, correspondeu às expectativas. Indico.",5,positive
1095,2020-09-22,"O produto atingiu as minhas expectativas, é ergonômico, aparentemente frágil, porém, é só uma impressão. Além disso, é de fácil manuseio e visualmente bonito.",5,positive
1096,2020-09-22,"Realizei a compra no sábado 19/09 e recebi hoje 22/09, antes do previsto. Produto de excelente qualidade, ajustável a qualquer tamanho de notebook e acabamento perfeito. Vendedor muito pontual e de confiança.Super recomendo!!!",5,positive
1097,2020-09-22,"O produto veio super rápido no combo que fiz de notebook, mouse, teclado e Mousepad. Chego em 8 dias tudo. O produto, de início, parecia frágil e desengonçado. Estava com receio de colocar meu notebook nele, mas depois que encontrei uma boa posição e ajustei. Não parece ser frágil, mas não parece ser super forte. É preciso um pouco de cuidado, como tudo.",4,positive
1098,2020-09-22,"Tinha grandes expectativas com o suporte, porém, quando abri a caixa vi que ele veio QUEBRADO. Isso mesmo, umas das juntas, que é de plástico, veio quebrada. Já solicitei a devolução e enviei o produto de volta. Esperando a confirmação do reembolso para realizar uma nova compra. Vou apostar novamente nele, espero não me arrepender.",1,negative
1099,2020-09-22,"Suporte pratico, extensivel, segura o notebook com a parte de silicone. recomendo!",5,positive
1100,2020-09-22,Bom custo benefício,4,positive
1101,2020-09-22,Perfeito,5,positive
1102,2020-09-22,"O produto é útil, porém não é muito estável.",3,negative
1103,2020-09-23,"Ótima qualidade, prático e funcional.Vale o preço.",5,positive
1104,2020-09-23,"Foi um ótimo investimento, com certeza vale a pena comprar este produto se vc procura por mais ergonomia para o seu notebook a um custo acessível.",5,positive
1105,2020-09-23,"Não sei se dei azar, mas meu notebook fica muito instável nele. É como se ele tivesse torto e por conta disso eu não consigo deixar os 2 lados do notebook firme. O mais estável que consigo da a impressão de que  ele fica torto, ou pra direita ou pra esquerda. Não valeu os 40,00 reais que paguei.Edit. Depois de 2 meses ele foi pro lixo. Foi a pior coisa que comprei em todos esses anos de compra online.",1,negative
1106,2020-09-23,Não recomendo!O produto veio torto deixando sempre o notebook um pouco torto.,1,negative
1107,2020-09-23,"Muito bom o produto, pelo preço!Atende a necessidade.",5,positive
1108,2020-09-23,"Bonito, resistente e ergonômico, mas não é estável, é bem bambo.",4,positive
1109,2020-09-23,"O produto atende ao proposto, porém, achei que é dificil colocar numa posição de estabilidade. Ele fica balançando e até achar a posição que fique confortável e firme deu um certo trabalho. Para quem tem que desmontar e montar todo dia, gasta um tempinho com isso. Mas, o produto é muito prático e atendeu minha necessidade.",5,positive
1110,2020-09-23,Suporte excelente. Vale a pena comprar,5,positive
1111,2020-09-23,"É bem resistente e estável. Propicia um bom aumento na altura do monitor do notebook, mas é bem duro para ajustar.",5,positive
1112,2020-09-23,Perfeito! Supriu todas as minhas necessidades.,5,positive
1113,2020-09-23,"Gostei muito do suporte, fixou bem o meu notebook. Além da praticidade de levar o suporte na bolsa, não ocupando muito espaço.",5,positive
1114,2020-09-24,Suporte atende bem às necessidades ergonômicas e tem um design mais leve. Entrega muito rápida e dentro do prazo!,5,positive
1115,2020-09-24,Produto com bom custo benefício,5,positive
1116,2020-09-24,"Produto veio quebrado. Plástico preto com um baita trincão. Com isso uma das pernas simplesmente cai. A embalagem veio aberta. Com o adesivo ja todo marcado que ja tinha sido aberto. O produto parece ser bom, mas vir quebrado não da, neh Amazon?",1,negative
1117,2020-09-24,Muito bom,5,positive
1118,2020-09-24,O produto veio bem embalado e em ótimas condições. É de ferro e bem resistente uso num laptop de 13 para home office.,4,positive
1119,2020-09-24,Ótimo produto,5,positive
1120,2020-09-24,o produto cumpre o que promete,4,positive
1121,2020-09-24,"Eu gostei da experiência de utilizar meu notebook em uma posição mais alta, porém o suporte parece que está torto, independentemente da posição em que eu o coloco, ele sempre fica ""bambo"" parece que não é firme, me dá um pouco de medo pois se esbarrar pode acontecer do computador cair. Apesar de tudo acho que se você não se preocupa muito com a instabilidade desse suporte e do trabalho para tentar deixá-lo estável, eu acho que é um produto aceitável pelo preço.",3,negative
1122,2020-09-24,Muito bom,5,positive
1123,2020-09-24,"Meu notebook possui uma base robusta, e este suporte infelizmente não serviu bem ao seu propósito. A instabilidade é muito grande, não segura bem o notebook, além de que, suas hastes são um pouco folgadas.Pros:.Durabilidade.Rigidez.Material de qualidade.Design simples.Ocupa pouco espaçoContras:.Não suporta todo tipo de notebook.Pode vir um pouco folgado em suas hastes.Estabilidade média para baixa",2,negative
1124,2020-09-25,excelente produto,5,positive
1125,2020-09-25,"Chegou em 3 dias. O produto não é simétrico, mas dá pra usar normalmente. Fora a falta de simetria, ele serve muito bem.",3,negative
1126,2020-09-25,"O produto chegou antes do prazo, tem uma construção aparentemente durável, contudo, deveria dar mais estabilidade ao notebook, pois ela facilmente desliza sobre  o suporte, mas o produto atendeu as minhas necessidades!",5,positive
1127,2020-09-25,"Portátil, mas não tem ajuste de altura",4,positive
1128,2020-09-25,"Fácil de usar, material reforçado.",5,positive
1129,2020-09-25,O suporte é muito bom e vale a pena. Foi entregue antes do prazo estipulado.,5,positive
1130,2020-09-25,"O produto é prático de usar e transportar. A regulagem é boa, consigo dobrar a altura da tela do meu notebook.",5,positive
1131,2020-09-25,"Produto simples, prático e funcional. Deixa a mesa de trabalho com aspecto mais limpo, menos poluído. Gostei tanto que comprei um segundo suporte igual para meu tablet.",5,positive
1132,2020-09-25,Conforme as especificações,5,positive
1133,2020-09-25,"NÃO VEIO COM MANUAL PARA SABER COMO MELHOR UTILIZAR, ACHEI QUE NÃO DEIXA O EQUIPAMENTO ESTÁVEL, É NECESSÁRIO TER UM TECLADO E MOUSE SEPARADO DO EQUIPAMENTO, POIS MESMO NA FUNÇÃO MAIS BAIXA DIFICULTA A DIGITAÇÃO.",3,negative
1134,2020-09-25,"É bem construído  com um metal forte e bom acabamento de pintura. Ajuda na ergonomia, mas é um sufoco para regular!! Como disseram outros comentários, eu tive que praticamente retorcer o metal para conseguir deixar reto. Não recomendo pelo transtorno.",3,negative
1135,2020-09-25,Fácil de carregar e boa ergonomia.,5,positive
1136,2020-09-25,"O produto chegou com a embalagem perfeita, porém, o produto em si veio desregulado com um lado maior que o outro dificultando o uso",2,negative
1137,2020-09-26,Gostei. Estava precisando elevar meu notebook. Estável e discreto.,5,positive
1138,2020-09-26,produto cumpre com o que promete!,5,positive
1139,2020-09-26,"O suporte é bom, mas o material é bastante duro, o que dificulta acertar um posicionamento do notebook",4,positive
1140,2020-09-26,"Valeu o custo benefício. Apenas para sobrar é um pouco duro, mas no geral é um bom produto.",5,positive
1141,2020-09-26,otimo produto,5,positive
1142,2020-09-26,Presilha parece fraca,4,positive
1143,2020-09-26,"Muito bom, é meio molenga mas ficou ótimo",4,positive
1144,2020-09-26,"O suporte tem vários defeitos, entre os quais se destacam:O suporte está dobrado ou torto,Um dos pés está frouxo.",1,negative
1145,2020-09-26,Simplicidade,5,positive
1146,2020-09-26,Ótimo,5,positive
1147,2020-09-26,"Gostei do produto. Chegou agora aqui, e já instalei. Fácil manuseio e, aparentemente, resistente. Deixa espaço em baixo do notebook, o que pode ser aproveitado - pra mim é ótimo, já que minha mesa é pequena. Até agora ok",5,positive
1148,2020-09-26,Chegou em perfeito estado e atendeu as minhas expectativas. Recomendo!,4,positive
1149,2020-09-27,"Qualidade bem duvidosa, uma das hastes veio frouxa e só estou conseguindo usar pelo fato da outra estar bem firme.",2,negative
1150,2020-09-27,"Bem simples, fácil de dobrar. Material parece ser bem resistente, achei que fosse ficar foló mas ele é bem apertadinho, tá segurando bem o notebook. Já melhorei minha postura com ele.",5,positive
1151,2020-09-27,"Tudo em ordem, material bom, mais resistente que esperava! Recomendo",5,positive
1152,2020-09-28,leve e de boa qualidade,5,positive
1153,2020-09-28,"Há meses procurava por um que  tivesse boa relação preço e custo benefício, atendeu bem as necessidades. Satisfeita com a qualidade do produto e sua  praticidade.",5,positive
1154,2020-09-28,Se torna necessária a compra de um mouse e um teclado adicional pra maximizar o conforto durante o uso,5,positive
1155,2020-09-28,"Ele não é muito estável, é necessário o usuário fazer alguns ajustes para que isso aconteça, parcialmente. As presilhas de silicone parecem frágeis. Possivelmente não durem muito. Quando se romperem, possivelmente o notebook vai para o chão. O negócio é ficar de olho.",5,positive
1156,2020-09-28,"O produto é muito bom levanto-se em conta sua faixa de preço. Além disso, é possível usa-lo como suporte para livros e cadernos.",5,positive
1157,2020-09-28,Boa qualidade. Não tenho reclamações quanto ao produto.,5,positive
1158,2020-09-28,"Pelo preço, vale o produto. O notebook não fica totalmente firme, mas nada demais. Da pra usar tranquilamente.",4,positive
1159,2020-09-28,É ótimo pra deixar o notebook na altura certa de usar e evita que ele superaqueça. Muito bom.,5,positive
1160,2020-09-28,"No começo eu achei que não iria funcionar, mas deu tudo certo! Achei fofo e serviu direitinho no meu notebook. Vamos ver a questão ergonômica agora... Não demorou NADA para chegar, foi muito rápido!",5,positive
1161,2020-09-28,"Acabamento bem simples, não suportaria uma quebra sem começar a danificar as articulações. Simples e funcional mas pode começar a ficar mole com o tempo.",4,positive
1162,2020-09-29,"Prático e decorativo, atendeu minhas expectativas.",5,positive
1163,2020-09-29,Produto muito bom. Ergonomia e praticidade para o dia a dia. Recomendo,5,positive
1164,2020-09-29,"Suporte resistente, bonito e compatível com o que esperava. Recomendo!",5,positive
1165,2020-09-29,"O produto realmente é ergonômico e ajuda muito no home office, porém a estabilidade deixa um pouco a desejar.",4,positive
1166,2020-09-29,Vale apena,5,positive
1167,2020-09-29,"No notebook não é bom utilizar ele sem ter outro teclado, porque ao meu ver acaba forçando um pouco as mãos e braços. Não percebi isso antes de comprar.Mas realmente é prático e ergonômico, não encontrei outro parecido no mercado. Achei ótimo para usar com o tablet.",4,positive
1168,2020-09-29,"É um ótimo produto, custo benefício, ele é bem fácil de ajustar, a estabilidade é um pouco questionável, mas se for uma mesa bem firme não tem problema, recomendo.",4,positive
1169,2020-09-29,"Não escorrega o notebook e nem o suporte, muito prático",5,positive
1170,2020-09-29,"Perfeito para notebook 16"", chegou super rápido (pedi sexta e chegou na terça) e em perfeita condição",5,positive
1171,2020-09-30,"Atendeu minhas necessidades, é bonito e útil.",5,positive
1172,2020-09-30,Muito útil. Recomendo demais.,5,positive
1173,2020-09-30,Amei,5,positive
1174,2020-09-30,Dá para o gasto,5,positive
1175,2020-09-30,básico mais bom,4,positive
1176,2020-09-30,Não me arrependo!!,5,positive
1177,2020-09-30,"Simplesmente horrível. Fiquei na duvida se o produto foi avariado durante o processo de entrega. Para mim foi péssimo, devolvi!!!!",1,negative
1178,2020-09-30,"Atende a necessidade, conforme o anunciado. Pelo preço, está de bom tamanho.",3,negative
1179,2020-10-01,Produto de qualidade.,5,positive
1180,2020-10-01,"Chegou muito rápido, é estável. O único detalhe é que ele não é flexível quanto à altura.",4,positive
1181,2020-10-01,"deixa o notebook em uma altura perfeita para leitura, a tela fica bem na altura do rosto, ótimo pra quem trabalha muitas horas seguidas olhando para o computador. Além disso, é fácil de transportar junto com o notebook, pois pode dobrar facilmente",5,positive
1182,2020-10-01,"Atendeu às minhas necessidades, o note ficou na altura desejada.",4,positive
1183,2020-10-01,"Produto realmente cumpre o que promete. Traz a ergonomia que tanto precisamos nesta era do home office. Produto acessível, portátil e funcional.",5,positive
1184,2020-10-01,"Infelizmente o produto veio com uma haste maior que a outra. Consegui configurar de uma forma que não ficasse com a tela do notebook torta, mas sem dúvidas se estivessem padronizados os lados seria mais fácil na hora de encaixar o notebook. O produto em si é ótimo e o custo benefício compensa - caso venha de forma correta -, o notebook adquire uma melhor ventilação, e fica mais bonito na escrivaninha.",3,negative
1185,2020-10-01,"ótimo produto, prático e material de boa qualidade. supriu minha necessidade! super recomendo.",5,positive
1186,2020-10-01,"Já no meu primeiro dia de uso já senti a melhora na postura...pra ficar perfeito poderia ser um pouco mais em conta, fora isso super recomendo",5,positive
1187,2020-10-01,"Produto com tudo para ser ótimo, leve, simples e preço e entrega excelentes porém, as hastes embaixo dão uma certa insegurança por serem tortas o que para um equipamento caro como um notebook vira um receio.",4,positive
1188,2020-10-01,"O produto é ótimo, bem estável e ajustável. Ele tem borracha pra não deslisar e é bem pesadinho pelo tamanho.",5,positive
1189,2020-10-01,"É bom, mas podia ser melhor, fica bambo, mas quando coloca o note, fica mais de boa, a borrachinha fica em alturas diferentes, então dá uma dificultada",4,positive
1190,2020-10-01,"Infelizmente, o produto chegou torto",3,negative
1191,2020-10-01,"produto bem acabado, versátil e firme ao mesmo tempo, deixou o setup bem agradável para o trabalho. recomendo0 a compra.",5,positive
1192,2020-10-01,"Gosto muito do meu suporte, com certeza pra quem busca melhor ergonomia enfrente ao notebook ta super aprovado!",5,positive
1193,2020-10-01,Vem dobrado dentro da caixa. É fácil de montar e usar. Vale a pena,5,positive
1194,2020-10-02,"Material muito bom, aparentemente vai durar bastante. Aguenta bem meu notebook de 15'. Melhorou minhas dores nas costas. Lado ruim : vai ter que comprar um teclado e um mouse pois fica bem ruim digitar com ele. Como eu só uso para assistir aulas, foi perfeito!",5,positive
1195,2020-10-02,Gostei do produto só tive dificuldades com ajusta pois é bem duro para ajustar e dobrar...mas atendeu as minhas necessidades!,5,positive
1196,2020-10-02,Bom produto,5,positive
1197,2020-10-02,Super útil. Ajudou muito na ergonomia do meu home office,5,positive
1198,2020-10-02,"O produto atende uma necessidade básica de o computador ficar mais elevado. Ele encaixou bem no meu MacBook Air de 13''.É um produto simples, que talvez não atenda consumidores muito exigentes. Para minha necessidade atendeu bem. Às vezes tenho que mexer um pouco até ajustar para ficar estável a posição. Para escrever com ele levantado é um pouco incomodo, pois uso o teclado do próprio computador. Porém não me arrependo de ter comprado.",4,positive
1199,2020-10-02,"Facil de usar, leve e pratico...pra mim que tenho 1,75m ainda achei um pouco baixo...gostaria de deixar ainda mais inclinado...mas recomendo",4,positive
1200,2020-10-02,"bom produto, corresponde a expectativa.",5,positive
1201,2020-10-02,"Produto é prático, fácil de guardar, por ser dobrável, sendo fácil de transportar. Atende bem o uso para levantar a tela de notebook com sua regulagem de altura ou como suporte de tablet ou livro.",5,positive
1202,2020-10-02,"Ótima qualidade, cumpre muito bem a função",5,positive
1203,2020-10-02,"Fraco e recebi quebrado, se soubesse jamais teria comprado",1,negative
1204,2020-10-02,"Gostei,  um produto bom e barato.",5,positive
1205,2020-10-03,Ótimo produto e entrega super rápida! Muito feliz!,5,positive
1206,2020-10-03,Ótimo produto.Excelente custo benefício e muito prático de levar junto.Muito mais resistente que os outros suportes de plástico que sempre quebram.,5,positive
1207,2020-10-03,Difícil de dobrar...faltou mais informações sobre o uso...,3,negative
1208,2020-10-03,Achei mt pratico. É fácil mudar a altura ou posição e nao escorrega. Vi comentários q o produto veio quebrado mas o meu veio correto.,5,positive
1209,2020-10-04,"O suporte é muito bom, embora seja bem maleável ainda sim é bem estável, meu notebook tem tela 14 e deu certinho, acredito que também dê para notebooks menores!! Muito bom, recomendo! Entrega super rápida com prime.",5,positive
1210,2020-10-04,"Muito prático e fácil de dobrar, o que facilita no transporte. Companheiro ideal para o home office.",5,positive
1211,2020-10-04,"Bem robusto, vai durar muito tempo.",5,positive
1212,2020-10-04,"um pouco torto, mas depois de um tempo vc acha a melhor posição pra ficar fixo",4,positive
1213,2020-10-04,Mantem o note firme e o material dele é bem resistente.,5,positive
1214,2020-10-05,Uso no dia a dia.,5,positive
1215,2020-10-05,"Ele não é exatamente simétrico, mas continua bem estável, não desliza.",5,positive
1216,2020-10-05,Muito bom! Prático!,5,positive
1217,2020-10-05,O produto não é estável. Qualidade ruim.,1,negative
1218,2020-10-05,O suporte veio torto e é difícil de ajustar.,3,negative
1219,2020-10-05,Produto adequado à proposta.,5,positive
1220,2020-10-05,Achei ele simples e adequado para o uso,5,positive
1221,2020-10-05,Manuseio fácil,5,positive
1222,2020-10-05,"o material em sim é muito bom, porem achei que ficou muito alto.",3,negative
1223,2020-10-05,"Entrega super rápida. Produto muito bom, me atendeu perfeitamente. Notebook.",5,positive
1224,2020-10-05,"Produto muito bom, simples e funcional. Além disso, muito compacto quando desmontado.",5,positive
1225,2020-10-05,"O produto é portátil, super simples e fácil de usar, bem ergonômico e discreto.",5,positive
1226,2020-10-05,Bom,5,positive
1227,2020-10-05,Eu gostei muito e melhorou minha postura.,5,positive
1228,2020-10-05,Bom custo benefício,4,positive
1229,2020-10-05,"Ergonômico e fácil de transportar, porém a estabilidade deixa um pouco a desejar.",3,negative
1230,2020-10-05,"Recebi o produto com caixa praticamente aberta, parece que ele já foi usado, tem diversas marcas de uso  pelo equipamento todo, como monstro nas fotos, um dos lados é mais mole que o outro e parece que a qualquer momento pode virar e acabar derrubando o notebook :/",3,negative
1231,2020-10-05,Produto muito bom para utilizar o notebook de home office.,5,positive
1232,2020-10-05,"O produto quebrou no segundo dia, muito frágil e de péssimo acabamento.",1,negative
