,reviews,star,date
113,"O produto me atender, inclusive comprei um antes desse identico para o meu escritório de casa, porém, esse veio um pouco ""empenado"" impedindo que o suporte fique totalmente sobre a mesa, só quando o notebook está em cima e faz peso, mas como disse, o produto atende perfeitamente.","3,0",11 de janeiro de 2021
114,"Não dá para esperar muita coisa de um suporte barato. O intuito ergonômico até se perde durante o uso, pois tende a ficar com um dos lados ""em falso"". De modo geral, é possível elevar o notebook à altura dos olhos se não for uma pessoa muito alta. O ferro em si é resistente, porém o que deixa com uma aparência de frágil é justamente a peça que faz a regulagem da altura.","2,0",21 de outubro de 2021
115,"Uma das pernas do suporte veio um pouco torta, acho que se forçasse um pouco até dava pra arrumar, mas preferi não arriscarTambem achei que para o meu notebook (15,6"" e uns 2kg +-) não ficava muito seguro, talvez pelas pernas tortas, mas ele balançava um pouco e parecia que o suporte ia arriar de alguma forma","1,0",16 de março de 2021
116,"Produtinho sem vergonha! Caso encontrar por 20 Reais Bolete ele! A Pintura não parece ser de qualidade, é um mecanismo desajeitado, toda vez que vc for transportar, ou mexer no Note vc perde um tempo ajustando!Agora caso vc use seu note em um Setup fixo, ele sim ajuda na refrigeração...... No fim é um negócio bem meia boca! Muita propaganda!!!","2,0",21 de maio de 2021
117,"Não recomendo o produto. Ele possui uma boa qualidade de construção, mas é meio complicado arrumar a posição ideal, fiquei uns 20 minutos mexendo até encontrar um posicionamento bom.Não achei prático, para transportar nem penso em usar ele em outro lugar que não seja minha mesa em casa. Ajustei com muita dificuldade e assim ele permanecerá.","3,0",8 de julho de 2020
118,"Não gostei do produto, tem pouca regulagem e por algum motivo fica bamba na mesa, ajuste ruim.Sobre a entrega, como sempre entrega antes do prazo.","1,0",6 de julho de 2021
119,"É pra deixar quieto e não mexer mais.O produto ocupa pouco espaço, mas não é de fácil regulagem.É pra regular uma vez e não ficar mexendo, caso contrário é raiva na certa.Uma das pernas não é firme. Quando você precisa regular a tela do notebook para cima ou para baixo a perna do suporte se move e é necessário regular novamente.","3,0",7 de janeiro de 2022
120,"Horrivel para segurar o notebook, o meu não encosta totalmente na mesa, o notebook fica balançando, veio torto, não volto a comprar deste suporte nunca mais.","1,0",5 de agosto de 2021
121,"Fico impressionado como as empresas conseguem tornar complexo produtos que deveriam ser simples. Um suporte de Notebook deveria ser algo simples, porém diversas vezes o mesmo não sustentou o computador e hoje (15/05) ele quebrou.....lamentável!","1,0",15 de maio de 2021
122,"Estrutura bastante frágil. Promete facilidade de dobra, mas as peças de conexão não aceitam muitos movimentos não. Não tem estabilidade também e não é falta de tentar posicionar as hastes corretamente...parece mais um problema de desgaste nas borrachinhas de suporte.","3,0",31 de janeiro de 2021
123,"Comprei dois, e encontrei outros comentários semelhantes, então acredito que seja um problema de fabricação ou lote - os dois ""pés"" são desnivelados. Um toca na mesa, o outro não, o que causa certa instabilidade do notebook. Devolvi. Uma pena pois de fato nossa postura melhora bastante com o suporte.Ainda, é recomendado o uso de um teclado a parte.","2,0",2 de maio de 2021
124,"Um dos pés do suporte é torto, ou seja, possui um tamanho menor que o outro. O notebook fica torto se tentar utilizá-lo com o ângulo de abertura igual, devido o tamanho ser diferente. Não recomendo! Vi outros comentários iguais aqui e parece ser um problema do modelo.Estou utilizando assim mesmo, pois encontrei um ângulo de abertura de forma que não fique tão feio, mas se você é perfeccionista, não compre! Não vele 49,90 (preço que eu paguei).","1,0",31 de março de 2021
125,"Super ajudou para manter o notebook na altura dos olhos, mas ajustar as perninhas (a base) não é fácil, elas têm que ficar bem tortas, uma em cada posição para poder dar estabilidade ao notebook e mantê-lo na posição correta. De tempos em tempos tem que voltar a ajustar a base, porque o notebook vai ""descendo"".","3,0",24 de dezembro de 2021
126,"Produto chegou com a estrutura torta/desalinhada, tive que desentortar a força para ficar numa posição aceitável para uso. Apesar disso, sua estrutura de aço e pés de borracha ajudam a manter a estabilidade do notebook na mesa, e os suportes plásticos para segurar o notebook são úteis.","3,0",13 de maio de 2021
127,"Ele é bem resistente, e facil de dobrar e guardar. No entanto, ele vem meio torto, e você irá fazer uma forca descomunal para deixa-lo parelho. E sem contar que a altura mínima dele ja é bem alta, o que faz com que eu tenha de deixar meu notebook em seu angulo de abertura máximo. A estrutura é refinada, e nao tende a descascar. Dou nota 4 de 5 no geral. Se nao viesse torto, nota 5.","3,0",18 de fevereiro de 2021
128,"Eu deveria ter devolvido o produto, mas pelo trabalho que ia dar resolvi ficar com ele. É um produto ok, mas acredito que tenha melhores e mais baratos. Pelo valor não compensa. Ele não apoiou certo na mesa, ficou desnivelado de um lado, mas consegui corrigir abrindo um pouco mais a haste de um lado, entretanto não é o que eu esperava.","1,0",16 de março de 2022
129,"A qualidade do produto é boa, só não gostei muito da rotação em que o notebook é apoiado, ele fica muito móvel e acaba incomodando. Eu uso no nível mais baixo, então acaba ficando estável. Quem precisa usar com o notebook mais alto, acho que vai incomodar um pouco pela falta de estabilidade e se torna um pouco chato ficar ajustando os 2 apoios pra não ficar ""bambo""","3,0",3 de julho de 2021
130,"Ele fica meio desalinhado, não dá pra ajustar em alturas tão diferentes. Encontrei um posição de deixo sempre assim, atende ao que preciso Não dá pra ficar dobrando e levando pra lugares, mas pra trabalhar de casa é ok. Mas pelo preço vale a pena","3,0",11 de julho de 2021
131,"Tinha grandes expectativas com o suporte, porém, quando abri a caixa vi que ele veio QUEBRADO. Isso mesmo, umas das juntas, que é de plástico, veio quebrada. Já solicitei a devolução e enviei o produto de volta. Esperando a confirmação do reembolso para realizar uma nova compra. Vou apostar novamente nele, espero não me arrepender.","1,0",22 de setembro de 2020
132,"Não fica em pé nem alinhado direitinho (sem o notebook fica cambeta). Serve, porém, ao propósito de manter o notebook elevado, em posição mais ergonômica da tela e pra melhor alinhamento da webcam para uso em videoconferências. Não é apropriado para usar sem teclado extra ao do notebook, os ganchos inferiores atrapalham. É bom para transportar.","3,0",1 de julho de 2021
133,"Produto de muito difícil manuseio. O meu veio torto e não tinha como arrumar, eu tentei de tudo, olhei o vídeo no YouTube do canal deles explicando como não deixar torto, mas não adiantou. Comprei 2 e tive que devolver os dois por esse motivo, acabei comprando outro suporte mais tradicional mesmo.","1,0",3 de junho de 2021
134,,"1,0",5 de abril de 2021
135,"O suporte veio torto. Parece ser um problema comum, pois vi outras pessoas comentando isso na resenha. É muito chato ter que parar de trabalhar/estudar o tempo todo para ficar ajeitando o produto para que o suporte fique mais nivelado. Já estou procurando outro modelo para comprar, pois esse está muito ruim.","2,0",9 de março de 2021
136,"O suporte é feito com material resistente, mas não é 100% estável. Tive dificuldades para encaixar adequadamente o notebook de modo que não ficasse descompensado no suporte. Infelizmente isso acaba prejudicando a avalição do produto, tendo em vista a segurança do equipamento devido ao desnível.","3,0",6 de abril de 2021
137,"O produto é bastante simples, não condiz com o seu preço.Como em resenhas de outros clientes, o meu também veio desalinhado, ou seja, quando colocava o notebook, o suporte ficava bambo na mesa.Mas depois de resolver essa questão, está atendendo bem.","3,0",27 de agosto de 2020
138,"Pintura boa, material parece de qualidade porém não há como travar a haste no nível, esse travamento é feito com o peso do próprio notebook. Porém à vezes, quando a tela parece desnivelada tem que tirar o notebook do suporte para conferir se as hastes correram, o que aconteceu várias vezes nesses primeiros dias de uso.","2,0",13 de outubro de 2021
139,"Veio mal embalado, como se alguem já tivesse devolvido o produto e ele tivesse sido revendido sem ser reavaliado. O suporte veio meio sujo e um pouco torto, não é possível deixá-lo reto e com as quatro bases encostadas na mesa. Mas o tempo para levá-lo aos correios para solicitar a troca não vale a pena pelo tempo que pretendo usar.","3,0",6 de outubro de 2021
140,"O produto não apresenta muita estabilidade, pois um lado sempre fica mais baixo que outro, deixando o notebook torto. Foi preciso eu colocar um pedaço de borracha embaixo de uma perna para deixar a altura igual.","3,0",20 de maio de 2021
141,"ele é de boa qualidade e a ergonia é o que se espera de um suporte, né? Porém o que é ruim nele é são essas hastes de dobrar, nunca dá pra deixar elsa perfeitamente uniforme, entao o note fica em posicao errada... sempre fica um lado mais pra baixo.Ele é legal, mas eu nao compraria de novo, compraria outro","3,0",5 de setembro de 2021
142,"A ideia do produto é boa, fácil de manipular, mas não tem estabilidade, as pontas de suporte deveriam ser mais firmes, porém deixa a desejar. Não é de todo fácil ajustar, já que a instabilidade ficar perdida e computadores mais pesados não suportam o peso. Não compraria se eu tivesse visto em uma loja, pq dá pra perceber como o produto não é bom.","2,0",16 de novembro de 2021
143,"Vi muitos comentários positivos e negativos, e arrisquei. Mas o meu produto veio torto, o que deixa o notebook sem uma estabilidade legal. E ele também não tem aquela regulagem certinha que tem em outros mais caros. Recomendaria investir em um pouco mais e ter um produto com uma qualidade melhor. Meu notebook ficou muito no alto","2,0",13 de maio de 2021
144,"O produto é de boa qualidade e extremamente prático.Infelizmente ele apresenta um enorme desnível, o que pode comprometer a estabilidade! Nada que não possa ser resolvido se vc ajustar cada “perna” de uma maneira.Um outro ponto negativo é a falta de algum material emborrachado para proteger o encaixe frontal do laptop.","3,0",22 de setembro de 2021
145,"O suporte não polui a visão e é bem firme pro que se propõe, mas o meu veio torto de um jeito que não importa como eu ajuste, o computador sempre fica inclinado pro lado e às vezes um dos pés do suporte não encosta à mesa. Em pouco tempo desisti e estou usando só para o meu ipad carregar.","3,0",9 de maio de 2021
146,"Me decepcionei bastante com esse produto. Na primeira foto, nota-se que o notebook fica completamente torto. Na segunda, percebe-se que o ""pé"" do lado direito não encosta na mesa. A base não passa confiança e parece que o notebook pode cair a qualquer momento. Não vou ficar com ele e já iniciei o processo de devolução.","1,0",2 de setembro de 2021
147,"comprei dois em período diferentes, os dois vieram com uma de suas pernas muito flexível, para quem não quer investir em uma pilha de livro para colocar o note em cima , essa é uma boa opção. lembrando que vem com esse detalhe em uma das pernas. se preza pela estética  vale a pena comprar","3,0",24 de outubro de 2021
148,"Achei o produto ok para usar em casa, não vi como algo para ser levado para outros lugares, por exemplo.  Ele é bom e não me parece muito firme. As hastes que seguram o notebook parece que ficam soltas. Não é exatamente o que eu estava procurando, pois eu queria algo mais firme e que tivesse uma durabilidade maior. Ma pelo preço valeu a pena.","3,0",27 de abril de 2020
149,"Comprei este produto duas vezes. A primeira vez, o produto estava bom, os suportes bem justos. isto  me motivou comparar pela segunda vez. Para minha surpresa, o segundo veio com os suportes bem frouxos, e com pouca estabilidade.","3,0",2 de agosto de 2020
150,"Só tive dor de cabeça com o produto, comprei pela primeira vez e veio com as hastes tortas, somente ficava nivelado se uma das hastes ficasse mais puxada que a outra, consequentemente deixando o notebook torto, de qualquer jeito teria uma experiência péssima! Efetuei a devolução e me mandaram outro e mais torto ainda... Sem chances, desisto!","1,0",23 de setembro de 2021
151,"Eu não gostei tanto assim do produto, ajuda na ergonomia, mas os pés ficam tortos, difícil de ajustar e estabilizar de forma que se sinta seguro do notebook não cair. Acho que podem ter outras alternativas, eu não gostei tanto.","2,0",13 de maio de 2021
152,"Absolutamente tudo desse produto é ruim. O meu veio com o lado direito maior que o esquerdo, que acaba dificultando muito no equilíbrio do Notebook, a regulagem que já é horrível fica pior ainda tendo um lado maior do que o outro, o braço esquerdo simplesmente se descolou com uma semana de uso e poderia ser bem mais portátil.","1,0",15 de outubro de 2021
153,"É firme, aguenta tranquilamente meu Notebook da Alienware, mas, ele vem um pouco torto e não adianta mexer, não iguala, fiz de tudo e fica desigual, só colocar um dos pés um pouco torto que fica sem problemas na mesa, tirando esse porém é um ótimo suporte pelo valor cobrado.","3,0",5 de dezembro de 2021
154,"Chegou torto. Sem estabilidade e o notebbok fica muito alto. Na emalagem diz que é ajustável, mas a possibilidade é mínima e ainda assim fica muito alto.","1,0",1 de julho de 2021
155,"Produto horrível, todo torto, não possuem estabilidade e fica tipo ""manco"".Em um teste que fiz meu notebook caiu e quebrou.Decepcionado com esse produto e com a Amazon.Não sei a experiência de outras pessoas, mas a minha foi péssima.Definitivamente não indico este produto e muito insatisfeito com a Amazon que vende estés produtos de péssima qualidade.","1,0",2 de julho de 2021
156,"impossível de deixar reto. logo quando chegou já estava um dos plásticos de suporte meio aberto, como se fosse um produto usado. acabo nem utilizando tanto pela dificuldade de ajustar e de deixar reto, e não parece tão resistente e seguro assim. não recomendo, se não quiserem jogar dinheiro fora não comprem","3,0",2 de abril de 2021
157,"O produto veio com um dos pés tortos, sem estabilidade. A ergonomia é razoável, pois praticamente não tem ajustes. E o pior, eu tenho um MacBook Pro e ele facilmente pode deixar riscos e marcas no lap top, então tipo que colocar pequenos feltros para não danificar meu computador.","2,0",31 de janeiro de 2021
158,"Um lado do suporte veio mole. Tentei utilizar mesmo assim, mas foi uma tentativa em vão.Com um dia de uso, fui mexer na tela do notebook e as perninhas se dobraram para dentro e desde então elas estão moles e não suportam o peso do notebook.Terei que comprar outro suporte de outro tipo.","2,0",5 de outubro de 2020
159,"Este suporte não fica nivelado com mesa. Tentei diversas posições e ajustes e realmente não fica estabilizado. Ao colocar o notebook, devido o peso ele ajusta um pouco! Difícil regulagem... o Notebook fica sempre inclinado para um lado...Desculpe, não fiquei satisfeito e não recomendo.","2,0",31 de outubro de 2021
160,"Ao abrir a caixa e tentar regulá-lo, percebi que uma de suas bases é completamente desencaixada em relação a outra, ou seja, mesmo que o produto permite a regulagem de tamanho e altura, uma das bases não permanecem no tamanho que deixei, porque ela está bem solta, não aguentando o peso no meu notebook.","1,0",10 de fevereiro de 2021
161,"Apesar de achar lindo e bem minimalista, entorta com facilidade, o que acabou derrubando meu not. Faz raiva mas ainda sim dá pra continuar usando.","3,0",16 de dezembro de 2021
162,"Pelo jeito fui um dos azarados que acabou recebendo um produto com defeito, é a primeira vez que isso ocorre, agora é tentar  reembolso. Quando abri a caixa percebi que uma parte do plástico parecia rachada ao manusear o produto, ele simplesmente quebrou.","1,0",14 de setembro de 2021
163,"Ao verificar que o produto estava todo torto, não desempenhando a função desejada, senti tanta irritação e raiva e joguei o produto no lixo, deveria ter sido menos passional e ter vindo aqui enviar para o vendedor e receber o dinheiro de volta.","1,0",6 de março de 2021
164,,"2,0",21 de junho de 2021
165,"O material utilizado é bom, mas isso não garante que ele seja meio molenga e que deixe o notebook tortinho. Ele não vai derrubar seu notebook nem cair da mesa, você só precisa ajustar a abertura das pernas pra diferentes posições pra deixar o notebook certinho. Hoje eu optaria por outra marca/modelo","3,0",7 de fevereiro de 2022
166,"O produto veio bem embalado pela Amazon, a embalagem do produto em si que achei frágil. O suporte adequa bem ao notebook, porém não há boa fixação dos pés, as vezes é necessário que um deles fique maior que o outro para regular a fixação do suporte, e qualquer mexidinha que faça no suporte ele desregula, ai é preciso fazer tudo de novo.","3,0",21 de setembro de 2020
167,"O suporte em si é bom, consegue elevar o computador a um nível ergonômico e, assim, preserva a postura. Mas tive alguns problemas com o setup do suporte, uma vez que as hastes vieram tortas e foi um pouco difícil deixar o computador reto. Depois de montado e na posição correta, não obtive mais problemas. Mesmo assim, foi bastante chato.","3,0",14 de dezembro de 2020
168,"Gostei da aparência, ser todo preto etc, mas o meu veio com um dos lados com pouca pressão. Isso me atrapalhou para arrumar pela primeira vez, mas agora que o note já está fixo não vejo problemas... é firme no geral e permite várias inclinações.Meu problema pode ser um defeito, mas optei por não fazer a troca.","3,0",29 de maio de 2021
169,,"1,0",18 de julho de 2021
170,"Me ajudou muito com a questão ergonômica mas o ajuste não é bem alinhado. A peça parece ter proporções diferentes o que faz o notebook ficar todo torto, tive que usar um pouco se força pra entortar um pouco o suporte para alinhar meu note. Talvez valha a pena pagar um pouco a mais para aumentar suporte mais bem estável.","3,0",10 de novembro de 2020
171,"Assim como em outras avaliações abaixo, o produto veio empenado. Cumpre sua função, porem esse defeito é um pouco desconfortável, deixando muito difícil deixar o notebook reto.Uso em um notebook de 15.6"" e atende muito bem minha necessidade.Pelo valor, é uma opção atraente e parece ser resistente.","3,0",6 de junho de 2021
172,"O Produto é como descrito por todos compradores, é bom, mas não tem estabilidade, as ""perninhas"" sempre ficam todas ou seja o monitor nao fica tao fixo a mesa, vc tem que movimentar corretamente pra nao ficar torno ( mas fica).Mas atende a meu proposito.","3,0",27 de outubro de 2020
173,"Comprei para apoiar revezando 2 computadores, um Dell que é pesado e um MAC Pro. Para o Mac funciona muito bem. Já com o Dell a impressão é que o computador pode cair a qualquer momento. Mas como chegou hoje vou aprender melhor como colocar cada um para melhorar essa impressão.","3,0",14 de novembro de 2020
174,"A ideia e o produto em si é bom sim, porém o meu suporte veio torto/bambo ele não fica certinho na mesa, e nem abriu certinho como no vídeo do produto. Mas como precisava com certa urgência acabei querendo evitar o trabalho de solicitar a troca. Porém pelo preço o produto é uma mão na roda com certeza.","3,0",5 de novembro de 2020
175,"O vídeo e foto mostram que o notebook pode ficar bem em pé, quase que 90°. A verdade é que não é possível, pois o suporte não aguenta. Então, ele fica meio deitado. Infelizmente, não foi uma boa compra. Ele é meio descompensado também: sempre sinto que meu notebook vai cair.","2,0",10 de maio de 2021
176,"o produto é feito de um material bem rígido que parece durável, porém veio MUITO torto, tentei alinhar de todas as fomas possivéis e não consigo deixar meu notebook numa posição correta, fiquei bem decepcionada, estou usando uma caixa de papelão de suporte para o notebook :(","3,0",21 de maio de 2021
177,"O suporte é feito de um material aparentemente bem resistente, mas o que me deixou bastante decepcionado foram as hastes dele e as suas respectivas bases. Elas têm um formato meio circular, que numa mesa de madeira fica escorregando um pouco.","3,0",3 de junho de 2021
178,"O suporte que recebi veio torto, empenado. O lado direito não fica isométrico tal qual o lado esquerdo (vide foto em anexo), entortando a posição do notebook e deixando muito trabalhosa a missão de ajustá-lo. Péssima aquisição!","1,0",4 de fevereiro de 2021
179,"A  ideia é boa, mas mal executada.O suporte é torto, não nivela os pés, ficando totalmente sem estabilidade. Ao tentar nivelar os pés, o notebook fica torto.Já providenciei a devolução.","1,0",24 de junho de 2021
180,Sempre fica torto. Impossível de estabilizar. Comprei há alguns meses e até hoje não consegui estabilizar.Não comprem.,"1,0",3 de junho de 2021
181,"É o 2º que suporte que tenho deste modelo. Acho super prático para transportar e possibilita vários ajustes de altura. Contudo, por ser um produto simples, não deve ter padronização e novamente recebo um produto com uma ""perna"" maior que a outra o que dificulta o ajuste de altura, sendo necessário a famosa ""gambiara"" para ambos os lados ficarem da mesma altura.","2,0",12 de julho de 2020
182,"A qualidade do suporte é boa, porém o meu veio com uma das hastes mais folgada q a outra. Então tenho que ficar o tempo todo regulando para nivelar e dar estabilidade ao note. Como estava com muita urgência em usá-lo, optei por não devolver. Se estiver sem defeito, é um ótimo custo-benefício!","3,0",17 de abril de 2021
183,"Além de vir empenado, ficando uma haste mais alta que a outra, ou seja, sem conseguir o nivelamento. Uma haste está completamente frouxa, sem conseguir regular., porque ela não fica fixa.Apesar da indicação da Amazon, me arrependi de ter comprado. Não me atendeu","1,0",18 de fevereiro de 2021
184,"Bom material e pelo preço atende, mas achei muito ‘mole’. Recomendo se você for montar e não ficar retirando muitas vezes do lugar","3,0",27 de dezembro de 2020
185,"Ele não é intuito, demorei para conseguir deixar de uma maneira estável, que não estava acertando os lados, estava meio descompensado .Testei de tudo até que ficasse bem estável e aderente ao notebook.Mas um custo acessível","3,0",16 de fevereiro de 2021
186,"O Produto não é ruim, mas tem melhores..Tenho um outro aqui  que é melhor que esse.Esse é todo mole, então vc precisa encaixar direitinho o notebook.Na imagem da pra ver que o pé não fica tão preso a base, mesmo vc regulando certinho.Mas ok, atende.. melhor do que deixar diretamente na mesa","3,0",28 de abril de 2021
187,"Suporte recebido dia 07/06/21. O produto veio com uma perna maior que a outra e por conta disso fica com o aspecto empenado e não sustenta o notebook nem o tablet, não cumprindo sua função. Já solicitei a devolução.","1,0",7 de junho de 2021
188,"Super simples de montar e muito compacto, porém veio extremamente torto. Meu notebook ficou completamente bambo, precisei deixar ele torto e colocar um bloco de papéis em uma das pernas do suporte para ficar menos instável.Não recomendo.","1,0",26 de janeiro de 2021
189,"Achei meio ruim a dobra, veio com uma lado que não segura bem. E um pouco ruim De achar a posição pra ficar bem regulado, justamente por não ter boa aderência.É um material bom. Um bom custo benefício","3,0",27 de novembro de 2020
190,"Um dos lados veio meio torto e enquanto do lado esquerdo precisa forçar para ajeitar a altura, do lado direito é totalmente frouxo, o que dificulta a manter o computador reto. Quem tem problema com alinhamento vai sofrer com a tela.","3,0",14 de agosto de 2020
191,No mesmo dia em que chegou ja notei que o computador nao fica simétrico na mesa. As pernas deste suporte sao fáceis de mexer mas dificílimas de ajustar adequadamente. Quem tem mania de coisas simétricas nao podem nem pensar em ter um desses.,"1,0",2 de julho de 2021
192,"É mais firme que aqueles suportes de plástico, mas a regulagem de altura é muito ruim. Já estou em busca de uma opção melhor.","3,0",8 de dezembro de 2021
193,"O produto cumpre o que promete, mas realmente há algum problema que faz com que os dois pés não encostem na mesa ao mesmo tempo, com o peso do computador um deles abaixa, mas acho que não é o ideal. Além disso, meu produto veio com um trincado, como se fosse uma batida, mas não atrapalhou em nada.","3,0",31 de maio de 2021
194,"Instável, prejudica ergonomia da digitação (previsível, mas incômodo), frágil. Não valeu a pena o custo benefício. Se pudesse voltar atrás, investiria em um melhor ao invés de gastar com esse.","2,0",13 de janeiro de 2021
195,"Achei um produto bom, entretanto, meio complicado de mexer.Não sei se a borrachinha que impede o notebook de cair deveria ser regulável ou deveria mexer, mas essa é um dos motivos do meu notebook ficar um pouco torto.Mas é um bom suporte, embora todas essas coisas.","3,0",8 de janeiro de 2021
196,"O produto em geral atende as necessidades, mas veio torto o ferro (o que não faz sentido nenhum, se você compra o produto exatamente por causa da ergonomia e estabilidade). O note fica meio torto, então se você têm toque recomendo fortemente comprar algum que seja fixo ao invés desse dobrável.","2,0",15 de julho de 2021
197,"Eu achei que não deveria me preocupar quanto ao suporte do notebook, então comprei esse mais barato, porém, apesar de ter boa qualidade, ele fica torto. Mas mexendo daqui e dali você consegue deixar o notebook com uma boa estabilidade.","3,0",14 de fevereiro de 2022
198,"Se você tem um notebook de 15,6 polegadas, não recomendo este suporte, é muito arriscado colocar seu notebook nele. Os pés do suporte ficam flutuando, e se você ficar ajustando toda hora, as conexões irão ficar frouxas, tornando arriscado usar seu notebook com ele. Não recomendo.","1,0",19 de julho de 2021
199,"O produto não é muito bom!A regulagem de altura não funciona bem, pois fica voltado ao estado com menos inclinação.E ele veio torto, ou seja, o notebook não rica totalmente apoiado no suporte.Não recomendo.","2,0",6 de junho de 2021
200,"É realmente fácil de dobrar, tanto que dobra sozinho, ou seja, é bem maleável e não fica tão bem fixo a mesa.","3,0",13 de julho de 2021
201,"Produto fácil de montar, porém ao colocar o notebook 15"" ultrafino, não se ajusta facilmente.Ao verificar o alinhamento do suporte, os ferrinhos que suportam o note, estão desalinhados - erro de fabricação.No mais vou usando dessa forma até comprar outro.","3,0",29 de dezembro de 2020
202,"O produto é ruim, não vale a pena. O meu veio torto, as pernas dele não são iguais, então, para manter o notebook reto, é preciso ajustar as pernas em alturas diferentes. Toda a vez que preciso arrumar eu perco muito tempo, pois é difícil de ajustar. De forma geral, NÃO VALE A PENA COMPRAR.","2,0",10 de fevereiro de 2021
203,"Embora seja de ferro ele aparenta ""relaxar"" facilmente. Não tem resistência para ser ajustado várias vezes, o ideal é que, caso você tenha dois dispositivos tenha um desse para cada.","3,0",24 de janeiro de 2022
204,Não consigo ajustar adequadamente. Acaba ficando torto para um dos lados. E qualquer movimento desajusta novamente. Não me acertei com esse suporte. Talvez eu não tenha entendido o funcionamento do produto,"2,0",7 de agosto de 2021
205,"A qualidade do material é boa e resistente, mas ele é desnivelado. Para o notebook ficar na posição exata é preciso mexer muito e isso torna o uso um pouco chato e demorado, o que não deveria ocorrer, já que na foto ele está totalmente reto. Acredito que haja produtos melhores do que esse.","3,0",10 de maio de 2021
206,"Recebi o suporte na segunda-feira, e logo percebi que estava empenado. Tentei usar no notebook para ver se o erro se corrigiria, mas infelizmente não aconteceu. Não é problema de adequação da altura e nem de superfície irregular. Gostaria de saber como trocá-lo, o modelo em si parece bom.","3,0",14 de agosto de 2020
207,"Comprei dois, mas ambos vieram tortos, ate hoje tento ajusta-los para que o notebook fique alinhado.","3,0",23 de junho de 2021
208,"Estou numa relação de amor e ódio com esse suporte. Tenho sempre a sensação que o note fica torto nele. Mas talvez seja eu que não sei ajustar :/ Sigo tentando rs. O bom é que a tela fica na altura dos olhos, e deixa o note ""respirar"", já que embaixo fica livre.","3,0",13 de maio de 2021
209,"Difícil de achar o ponto certo para que fiquem os pés encostados na superfície, porém dá pra deixar o notebook “reto”. Só é um pouco incômodo se você gostar das coisas “perfeitas”. Ainda assim, um bom produto e tem atendido minha expectativa. Chegou em menos de 1 dia e moro na Paraíba.","3,0",7 de junho de 2021
210,"Tenho outro suporte ""mais simples"" que é melhor acabado e não deixa o notebook bambeando. Tive que torcer a estrutura na força para alcançar um resultadl razoável.","3,0",17 de abril de 2021
211,"Estou refazendo a avaliação porque o produto começou a apresentar defeito em menos de um ano. O lado direito agora desliza e não estabiliza na posição que deixei, me atrapalhando no dia a dia. Tive que colocar uma fita durex para tentar estabilizar. Não recomendo a compra do produto.","2,0",5 de junho de 2020
212,"Depois de um tempo de uso o suporte fica bambo e é difícil conseguir ajeitar ele. Se você não mexe muito no notebook e usa um teclado externo, ele funciona bem, mas se ficar mudando o notebook de lugar ou mesmo digitar nele pode dar uma insegurança.","3,0",24 de setembro de 2021
213,A AMAZON NÃO REGISTROU MEU PEDIDO DE TROCA E ATÉ AGORA ESTOU TENTANDO TROCAR ESTE PRODUTO O QUAL VEIO COM UMA PEÇA QUEBRADA E POR ISSO NÃO FUNCIONA!,"1,0",7 de agosto de 2020
214,"Meio torto e faz uma pressão forte atrás do notebook, ao ponto de que se levantar um pouquinho nas pontas, da para ver a diferença de como ele fica envergado. Entretanto, cumpre o que promete e deixa o notebook numa altura boa.","3,0",27 de abril de 2021
215,"Realizei a compra e uma das hastes é desnivelada, ou seja, não deixa o notebok reto, um lado fica menor.Tentei procurar o contato do vendedor e não achei, mas queria saber se caso eu peça devolução eles enviam um produto que venha em bom estado e não com defeito como veio esse.","3,0",5 de outubro de 2021
216,"O pedido chegou muito rápido , dentro do prazo apresentado.Uma das hastes está bem solta, quando coloca o notebook acaba saindo da posição que havia arrumado, está bem difícil manter o notebook centralizado sem que um dos lados fique torto por causa da haste.","2,0",11 de maio de 2021
217,"Eu tinha um suporte de outro modelo e quis testar esse. Péssimo, instável, torto (tive que colocar um calço) e pouca opção de altura (não fica tão alto como outros modelos). Não recomendo, infelizmente. Mas o produto chegou super rápido.","3,0",19 de maio de 2021
218,"Um pouco chatinho de ajeitar a primeira vez. Sem o notebook em cima pode não ficar perfeitamente estável, todavia com o peso do note fica certinho. Acredito que há outros suportes bem mais estáveis e fáceis de ajustar, porém serão maiores e feios.","3,0",27 de fevereiro de 2022
219,"O produto parece ser um pouco frágil e veio levemente empenado, de modo que não apresenta muita estabilidade. Com o peso do notebook fica no lugar, mas se esbarrar ele fica arriscado de desequilibrar.Contudo, no geral, exerce sua função, atendendo as expectativas.","3,0",20 de maio de 2021
220,"O produto de fato serve bem. Mas veio com um defeito, uma das hastes está com problema, está frouxa, de tal maneira que sempre tem que ser ajustada, pois fica torta.","3,0",21 de dezembro de 2020
221,"Entrega foi muito rápida, em menos de dois dias . Porém me decepcionei logo que tentei montar. O produto é torto, uma das hastes não encosta totalmente na mesa, fazendo com que o computador fique bambo. Tirando isso até que a qualidade parece boa, material resistente. Uma pena não ter estabilidade porque é torto.","3,0",11 de novembro de 2020
222,"Péssimo produto! Ergonomia zero! O meu chegou com as pernas desniveladas, sendo impossível encontrar uma posição que mantivesse meu notebook alinhado. Além disso, achei o produto bem frágil para um suporte. Não sobrou opção a não ser devolver o produto. Não recomendo que comprem!!","1,0",16 de dezembro de 2020
223,,"1,0",21 de junho de 2021
